product_name,brand,price,mrp,discount,rating_value,reviews_count,seller,stock_status,product_asin,product_url,scraped_at
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.flipkart.com/samsung-galaxy-s24-5g-snapdragon-onyx-black-256-gb/p/itm0eb31619428e4?pid=MOBHDVFKVGGGHBDX,2025-11-14 11:18:08
