date,price
2023-04-09 14:17:09,77999.0
2023-04-10 02:17:14,79999.0
2023-04-11 03:52:14,79999.0
2023-04-12 00:17:12,79999.0
2023-04-12 20:12:30,79999.0
2023-04-13 19:12:31,79999.0
2023-04-15 04:12:21,79999.0
2023-04-15 21:12:23,79999.0
2023-04-16 18:42:23,79999.0
2023-04-17 19:52:26,79999.0
2023-04-18 19:27:19,79999.0
2023-04-20 03:47:29,79999.0
2023-04-20 21:57:21,79999.0
2023-04-21 18:57:23,79999.0
2023-04-23 05:17:42,79999.0
2023-04-23 19:57:32,79999.0
2023-04-25 04:57:42,79999.0
2023-04-25 20:02:43,79999.0
2023-04-26 22:02:34,79999.0
2023-04-27 18:47:35,79999.0
2023-04-28 03:56:45,79499.0
2023-04-28 14:50:37,79999.0
2023-04-29 15:17:42,79999.0
2023-04-29 18:47:39,79999.0
2023-04-30 04:57:48,79999.0
2023-04-30 20:52:46,79999.0
2023-05-02 05:58:19,79999.0
2023-05-04 05:49:42,79999.0
2023-05-05 09:31:04,79999.0
2023-05-06 11:36:00,79999.0
2023-05-07 15:03:49,79999.0
2023-05-08 15:05:00,79999.0
2023-05-09 15:05:26,79999.0
2023-05-10 18:27:16,79999.0
2023-05-11 18:46:40,79999.0
2023-05-12 21:25:15,79999.0
2023-05-14 03:23:10,79999.0
2023-05-15 07:36:54,79999.0
2023-05-16 07:44:29,79999.0
2023-05-17 09:25:44,79999.0
2023-05-18 09:30:32,79999.0
2023-05-19 10:25:33,79999.0
2023-05-20 10:43:38,79999.0
2023-05-21 11:23:36,79999.0
2023-05-22 12:24:11,79999.0
2023-05-23 15:02:33,79999.0
2023-05-24 16:20:42,79999.0
2023-05-25 16:48:21,79999.0
2023-05-26 18:37:37,79999.0
2023-05-27 21:27:38,79999.0
2023-05-28 21:31:33,79999.0
2023-05-30 01:20:09,79999.0
2023-05-31 03:02:56,79999.0
2023-06-01 03:39:02,79999.0
2023-06-02 05:28:46,79999.0
2023-06-03 09:34:09,79999.0
2023-06-04 12:10:44,79999.0
2023-06-05 15:03:08,79999.0
2023-06-06 13:33:30,74999.0
2023-06-06 21:31:37,79999.0
2023-06-07 17:33:49,79999.0
2023-06-08 16:03:37,73999.0
2023-06-08 20:23:34,72990.0
2023-06-08 22:02:59,79999.0
2023-06-09 04:03:42,79989.0
2023-06-10 04:04:28,79999.0
2023-06-10 11:03:41,79999.0
2023-06-11 07:23:45,79999.0
2023-06-11 22:33:41,79999.0
2023-06-13 03:53:43,79999.0
2023-06-13 19:08:43,79999.0
2023-06-14 19:38:42,79999.0
2023-06-16 03:18:43,79999.0
2023-06-16 19:33:48,79999.0
2023-06-17 19:23:50,79999.0
2023-06-18 18:43:58,79999.0
2023-06-20 07:03:52,79999.0
2023-06-20 20:08:52,79999.0
2023-06-22 07:03:51,79999.0
2023-06-22 19:33:57,79999.0
2023-06-24 01:18:52,79999.0
2023-06-25 05:44:02,79999.0
2023-06-26 04:19:05,79999.0
2023-06-27 02:43:56,79999.0
2023-06-28 09:47:27,79999.0
2023-06-28 11:39:00,79999.0
2023-06-28 19:38:59,79999.0
2023-06-30 04:24:03,79999.0
2023-06-30 18:44:00,79999.0
2023-07-01 21:24:07,79999.0
2023-07-02 22:59:01,79999.0
2023-07-03 20:59:06,79999.0
2023-07-04 21:18:59,79999.0
2023-07-06 04:49:15,79999.0
2023-07-07 07:19:04,79999.0
2023-07-08 07:39:03,79999.0
2023-07-09 04:09:09,79999.0
2023-07-10 10:09:13,79999.0
2023-07-11 04:49:23,79999.0
2023-07-12 03:54:21,79999.0
2023-07-12 20:29:20,79999.0
2023-07-13 20:29:17,79999.0
2023-07-14 18:54:30,79999.0
2023-07-15 14:49:13,79999.0
2023-07-15 19:04:19,79999.0
2023-07-16 13:39:29,79999.0
2023-07-17 04:09:31,79999.0
2023-07-18 05:57:57,79999.0
2023-07-19 09:50:18,79999.0
2023-07-20 09:58:45,79999.0
2023-07-21 09:59:51,79999.0
2023-07-22 10:03:33,79999.0
2023-07-23 10:07:55,79999.0
2023-07-24 10:16:19,79999.0
2023-07-25 11:29:12,79999.0
2023-07-26 14:34:04,79999.0
2023-07-27 14:51:00,79999.0
2023-07-28 15:16:21,79999.0
2023-07-29 17:45:59,79999.0
2023-07-30 19:08:32,79999.0
2023-07-31 19:09:41,79999.0
2023-08-01 22:11:31,79999.0
2023-08-03 03:16:53,79999.0
2023-08-04 03:16:57,79999.0
2023-08-05 03:41:24,79999.0
2023-08-06 06:05:17,79999.0
2023-08-07 07:09:10,79999.0
2023-08-08 09:08:11,79999.0
2023-08-09 10:14:42,79999.0
2023-08-12 10:20:53,79999.0
2023-08-13 10:21:18,79999.0
2023-08-14 14:13:00,79999.0
2023-08-15 15:19:03,79999.0
2023-08-16 18:39:29,79999.0
2023-08-17 18:56:45,79999.0
2023-08-18 22:14:14,79999.0
2023-08-19 22:16:38,79999.0
2023-08-20 22:18:59,79999.0
2023-08-21 22:22:19,79999.0
2023-08-23 03:20:22,79999.0
2023-08-23 14:55:12,79999.0
2023-08-25 03:20:48,79999.0
2023-08-26 03:22:23,79999.0
2023-08-27 10:35:53,79999.0
2023-08-28 15:21:03,79999.0
2023-08-29 15:21:57,79999.0
2023-08-30 06:00:11,79999.0
2023-08-31 06:15:33,79999.0
2023-09-01 06:35:27,79999.0
2023-09-02 04:36:10,79999.0
2023-09-03 04:42:13,79999.0
2023-09-04 07:46:44,79999.0
2023-09-04 11:56:17,79999.0
2023-09-05 04:22:09,79999.0
2023-09-06 04:16:26,79999.0
2023-09-07 16:56:32,79999.0
2023-09-08 05:02:34,79999.0
2023-09-09 04:56:33,79999.0
2023-09-10 18:32:25,79999.0
2023-09-11 04:19:01,79999.0
2023-09-12 04:18:58,79999.0
2023-09-12 15:02:34,79999.0
2023-09-13 04:19:02,79999.0
2023-09-14 04:19:10,79999.0
2023-09-14 15:37:08,79999.0
2023-09-15 04:24:48,79999.0
2023-09-16 04:18:54,79999.0
2023-09-17 04:56:36,79999.0
2023-09-17 17:19:08,79999.0
2023-09-18 04:37:15,79999.0
2023-09-19 04:16:33,79999.0
2023-09-20 04:22:35,79999.0
2023-09-20 16:16:02,95999.0
2023-09-20 21:27:07,79999.0
2023-09-21 04:20:33,79999.0
2023-09-22 04:20:29,79999.0
2023-09-23 04:22:29,79999.0
2023-09-24 04:52:23,79999.0
2023-09-25 04:42:54,79999.0
2023-09-26 04:18:49,79999.0
2023-09-27 04:18:56,79999.0
2023-09-28 04:22:41,79999.0
2023-09-28 17:58:35,79999.0
2023-09-29 04:19:16,79999.0
2023-09-30 05:56:38,79999.0
2023-09-30 23:26:27,79999.0
2023-10-01 04:32:47,79999.0
2023-10-02 04:19:07,79999.0
2023-10-03 05:01:07,79999.0
2023-10-04 04:16:39,79999.0
2023-10-05 04:19:54,79999.0
2024-01-01 04:00:33,95999.0
2024-01-02 05:07:24,79999.0
2024-01-06 19:23:56,69999.0
2024-01-10 09:06:36,79999.0
2024-01-12 17:32:04,69999.0
2024-04-30 13:38:49,51999.0
2024-04-30 14:29:06,69999.0
2024-05-01 18:38:10,51999.0
2024-05-09 18:40:09,54999.0
2024-05-20 18:48:55,51999.0
2024-05-24 01:09:42,69999.0
2024-05-24 05:51:36,51999.0
2024-05-25 16:26:29,69999.0
2024-05-25 17:21:24,51999.0
2024-05-28 19:15:28,54999.0
2024-05-31 13:02:35,51999.0
2024-05-31 18:37:47,69999.0
2024-06-01 17:07:25,54999.0
2024-06-04 09:19:15,69999.0
2024-06-04 18:37:44,54999.0
2024-06-06 09:16:22,69999.0
2024-06-07 19:08:01,54999.0
2024-06-12 09:07:34,64999.0
2024-06-12 18:45:09,51999.0
2024-06-20 01:43:58,59999.0
2024-06-20 05:47:38,69999.0
2024-06-20 19:08:04,59999.0
2024-06-21 07:03:46,69999.0
2024-06-21 15:07:07,51999.0
2024-06-28 19:42:06,69999.0
2024-06-30 09:17:09,60999.0
2024-07-01 05:39:08,54999.0
2024-07-01 15:44:04,69999.0
2024-07-04 08:10:08,51999.0
2024-07-08 19:16:34,69999.0
2024-07-08 21:54:14,54999.0
2024-07-17 09:35:41,69999.0
2024-07-18 02:54:33,54999.0
2024-07-18 18:40:02,51999.0
2024-07-19 16:14:53,49999.0
2024-07-22 18:33:27,69999.0
2024-07-22 19:00:06,54999.0
2024-07-24 10:53:33,48999.0
2024-07-24 11:49:33,54999.0
2024-07-24 12:07:22,48999.0
2024-07-26 01:41:04,54999.0
2024-07-26 08:56:29,60999.0
2024-07-26 09:50:38,69999.0
2024-07-26 12:34:35,60999.0
2024-07-27 19:56:42,69999.0
2024-07-29 14:52:15,49999.0
2024-07-30 02:52:01,69999.0
2024-07-30 09:13:44,51999.0
2024-07-30 12:49:43,49999.0
2024-07-31 02:52:13,51999.0
2024-07-31 12:33:51,49999.0
2024-07-31 19:14:38,69999.0
2024-08-01 05:14:53,60999.0
2024-08-01 10:40:16,54999.0
2024-08-01 18:56:11,95999.0
2024-08-01 19:04:55,53999.0
2024-08-04 09:51:22,60999.0
2024-08-04 11:40:13,52999.0
2024-08-05 01:30:03,53999.0
2024-08-05 16:41:21,60999.0
2024-08-05 18:33:13,49999.0
2024-08-10 06:36:37,48999.0
2024-08-10 09:56:26,51999.0
2024-08-10 14:36:03,48999.0
2024-08-11 11:44:34,60999.0
2024-08-11 13:27:57,51999.0
2024-08-11 14:12:40,48999.0
2024-08-12 02:48:45,51999.0
2024-08-12 15:49:16,49999.0
2024-08-13 01:02:58,51999.0
2024-08-13 14:48:21,60999.0
2024-08-14 08:14:02,41999.0
2024-08-14 08:34:39,60999.0
2024-08-14 08:49:36,51999.0
2024-08-14 09:31:44,54999.0
2024-08-14 11:31:09,51999.0
2024-08-14 18:37:42,49999.0
2024-08-15 09:40:09,69999.0
2024-08-15 11:00:58,49999.0
2024-08-15 11:07:54,95999.0
2024-08-15 11:49:31,49999.0
2024-08-15 16:19:01,60999.0
2024-08-15 16:21:57,49999.0
2024-08-16 01:54:16,51999.0
2024-08-16 08:40:53,49999.0
2024-08-16 13:31:27,60999.0
2024-08-17 02:43:37,49999.0
2024-08-17 02:57:20,60999.0
2024-08-18 22:21:49,54999.0
2024-08-19 08:47:13,60999.0
2024-08-20 18:54:30,54999.0
2024-08-22 09:18:54,95999.0
2024-08-22 10:02:38,69999.0
2024-08-22 11:20:38,54999.0
2024-08-23 10:51:08,69999.0
2024-08-23 11:33:54,54999.0
2024-08-24 11:25:07,95999.0
2024-08-24 11:31:33,60999.0
2024-08-25 07:11:37,54999.0
2024-08-25 10:39:16,69999.0
2024-08-25 12:34:53,54999.0
2024-08-26 10:13:40,95999.0
2024-08-26 13:28:18,54999.0
2024-08-26 15:21:39,52999.0
2024-08-27 04:14:33,54999.0
2024-08-27 14:47:00,49999.0
2024-08-27 17:49:57,95999.0
2024-09-02 22:02:13,49999.0
2024-09-03 08:32:46,95999.0
2024-09-03 12:06:12,52999.0
2024-09-04 18:34:07,95999.0
2024-09-05 06:33:40,52999.0
2024-09-14 13:24:09,60999.0
2024-09-18 13:36:32,95999.0
2024-09-18 14:32:26,60999.0
2024-09-20 13:33:42,52999.0
2024-09-21 16:11:42,60999.0
2024-09-22 12:07:25,52999.0
2024-09-23 18:42:23,60999.0
2024-09-25 09:54:25,42999.0
2024-10-02 12:36:07,44999.0
2024-10-06 18:32:14,41999.0
2024-10-06 20:00:49,95999.0
2024-10-06 21:24:10,46999.0
2024-10-08 18:36:08,44999.0
2024-10-20 13:13:08,42999.0
2024-10-29 07:12:41,43999.0
2024-10-29 16:02:57,44999.0
2024-11-07 09:02:14,49999.0
2024-11-11 19:12:04,95999.0
2024-11-12 10:02:03,52999.0
2024-11-14 16:44:34,49999.0
2024-11-14 18:49:38,46999.0
2024-11-21 20:37:02,95999.0
2024-11-22 08:13:32,49999.0
2024-11-23 18:39:58,43999.0
2024-11-29 22:51:31,49999.0
2024-12-01 19:14:13,43999.0
2024-12-02 19:53:24,49999.0
2024-12-03 12:14:00,47999.0
2024-12-06 18:43:12,44999.0
2024-12-10 19:28:29,47999.0
2024-12-11 23:18:58,44999.0
2024-12-14 14:37:58,47999.0
2024-12-18 13:53:37,43999.0
2024-12-19 04:33:46,47999.0
2024-12-19 14:47:20,43999.0
2024-12-21 13:50:12,42999.0
2024-12-31 20:43:21,47999.0
2025-01-05 20:33:39,49999.0
2025-01-07 19:34:41,42999.0
2025-01-09 16:41:02,95999.0
2025-01-10 04:50:59,42999.0
2025-01-15 16:16:03,41999.0
2025-01-21 18:55:19,49999.0
2025-01-24 12:39:44,41999.0
2025-02-01 14:57:20,49999.0
2025-02-09 10:25:35,41999.0
2025-02-15 23:52:36,49999.0
2025-02-19 05:08:27,41999.0
2025-02-28 20:47:40,49999.0
2025-03-05 09:56:01,41999.0
2025-03-31 18:42:18,49999.0
2025-06-07 18:53:47,53990.0
2025-06-12 06:48:08,52990.0
2025-06-14 13:22:45,49999.0
2025-06-26 03:45:03,52990.0
2025-06-27 10:52:05,49999.0
